title,price,img,description
"Mercedes-Benz E-Класс , 2017",22000$ ,https://i.cars.kg/preview/r/rvQ0cFkuRbQ3d2crVVkvSw/1080x-/20230902/d97fff7fbad25e8a17eb29bd0193a51a.jpeg,"Седан,черный,2.0л.,левыйруль,дизель,автомат,задний,"
"Honda CR-V 3 поколение [рестайлинг] Кроссовер , 2010",15800$ ,https://i.cars.kg/preview/r/4m2bCOxaZAdEeOwwZn0TUQ/1080x-/20230902/dc287265db2124ce353818bcf395b571.jpg,"Кроссовер,коричневый,2.4л.,левыйруль,газ-бензин,автомат,постоянныйполный,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",23800$ ,https://i.cars.kg/preview/r/rAMwCN4pppniVFXsS_Kn3g/1080x-/20230902/78f331001ad07aaeb1a9219d7288f3ba.jpg,"Кроссовер,серый,2.5л.,левыйруль,бензин,автомат,передний,"
"Toyota RAV4 , 2019",28999$ ,https://i.cars.kg/preview/r/Z7LFZRdSBVd-CxA_WzpmyQ/1080x-/20230902/2fa7931fcfcf7d945f0c45a5089985d3.jpg,"Внедорожник/Пикап,белый,2.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Kia K5 1 поколение Седан , 2020",24000$ ,https://i.cars.kg/preview/r/HTNWEYR6hlzLV2G8gHwtsg/1080x-/20230902/c44a131ec0545d3777dd12a4f5160b92.jpg,"Седан,белый,2л.,левыйруль,бензин,автомат,передний,"
"BMW X5 G05, 2019",63000$ ,https://i.cars.kg/preview/r/9NCj6PkdIbTX0a5HorUvYg/1080x-/20230902/94512ddfb585b47fe9addf9942ff0a53.jpg,"Внедорожник/Пикап,белый,3л.,левыйруль,бензин,автомат,постоянныйполный,"
"Land Rover Range Rover Evoque 1 поколение Кроссовер 5-дв. , 2014",22900$ ,https://i.cars.kg/preview/r/bsFaF7XHU2gLcAFqpvY-Qg/1080x-/20230902/0c4e6f3f956e07521f8d0a59df54ed4b.jpeg,"Кроссовер,белый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Toyota Tundra 2 поколение [рестайлинг] Double Cab пикап 4-дв. , 2016",54500$ ,https://i.cars.kg/preview/r/znHIgDdhoss5Xffe1MLHtw/1080x-/20230902/cbd0d69028d3d6d9846ec1cfbbdacbac.jpeg,"Внедорожник/Пикап,черный,5.7л.,левыйруль,бензин,автомат,постоянныйполный,"
"Toyota Ist 1 поколение , 2003",6500$ ,https://i.cars.kg/preview/r/hYvMIN4W_My9VydiOaQqlQ/1080x-/20230902/c1fcd5bcf05398186ad6f637edf045e8.jpg,"белый,1.5л.,правыйруль,"
"Toyota Corona T210 Premio седан , 1998",3300$ ,https://i.cars.kg/preview/r/-clFdxXaD4R3ju_Odstdog/1080x-/20230902/597f0f52803cdfb8f574ba45c0bf4efa.jpeg,"Седан,серебряный,1.8л.,правыйруль,бензин,автомат,передний,"
"Lexus LX 3 поколение Внедорожник , 2008",32700$ ,https://i.cars.kg/preview/r/Fp-Z0Fx-duL6VPZvlkDx9Q/1080x-/20230902/734512a88e077962642a7d04fa8c7d96.jpg,"Внедорожник/Пикап,черный,5.7л.,левыйруль,бензин,автомат,постоянныйполный,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Kia Morning , 2017",11000$ ,https://i.cars.kg/preview/r/1TRHl2HPz1A-clqpEzA4Dg/1080x-/20230902/6d1fb6ff56941d7bb3243a1f36fcced2.jpeg,"Хэтчбек,белыйжемчуг,1.0л.,левыйруль,бензин,автомат,передний,"
"Honda Fit 1 поколение Хетчбэк , 2003",7000$ ,https://i.cars.kg/preview/r/OBk0ATqgnD8FtZ_Mgrfrmg/1080x-/20230902/7fb099a1b6227fe79298ca51cfc6c528.jpeg,"Хэтчбек,серебряный,1.5л.,правыйруль,бензин,вариатор,передний,"
"Toyota Crown , 2009",13999$ ,https://i.cars.kg/preview/r/WXOhjeK6NGeHNfKglkEPZg/1080x-/20230901/6f505724b01619470442da3d82a38c2f.jpg,"Седан,серый,3.5л.,правыйруль,бензин,автомат,задний,"
"Toyota Highlander , 2013",22000$ ,https://i.cars.kg/preview/r/rr0pzkcC_LK66AUisKMjDQ/1080x-/20230901/6fd6442a79bc5c7e67c807b5ba0ae1ee.jpg,"Внедорожник/Пикап,мокрыйасфальт,3.5л.,левыйруль,газ-бензин,автомат,постоянныйполный,"
"Kia Sportage 4 поколение Кроссовер , 2019",20500$ ,https://i.cars.kg/preview/r/3UhiSbPy5xsjMJ0YDjkhBA/1080x-/20230901/94b40f3a977721ee513c37201d9c8f78.jpg,"Кроссовер,белый,2л.,левыйруль,дизель,автомат,передний,"
"Hyundai Sonata YF Седан 4-дв. , 2016",12700$ ,https://i.cars.kg/preview/r/yHEKnHI-mtVthcYiXif8uA/1080x-/20230901/e22b8434f56395cfd1ea2882f7f07cf1.jpg,"Седан,серебряный,2л.,левыйруль,газ,автомат,передний,"
"Honda Fit 1 поколение Хетчбэк , 2004",8200$ ,https://i.cars.kg/preview/r/mJ_c89EGjkFaWd9e2l3g6w/1080x-/20230901/2bae3b4d77649538beef3eec5227879e.jpg,"Хэтчбек,синий,1.5л.,правыйруль,бензин,автомат,передний,"
"Ford C-Max , 2008",6000$ ,https://i.cars.kg/preview/r/x4lBjMbok7EQiBIif9O5yw/1080x-/20230901/1e1ab2e332da52bddca6057429ba6916.jpg,"Хэтчбек,2л.,левыйруль,дизель,автомат,"
"Volkswagen Passat , 2019",19800$ ,https://i.cars.kg/preview/r/XKXZbwfu8ObmrdmOx_enGg/1080x-/20230901/e23f7f1af23fdb7241c49a8cc58ec3f8.jpg,"Седан,черный,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"EXEED, 2023",33000$ ,https://i.cars.kg/preview/r/qgCEsSLwKQzUmGqRxQRSzQ/1080x-/20230901/cfd9d9323c35f2800a9f7d9d3ec68431.jpg,"серый,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Honda CR-V 1 поколение [рестайлинг] Кроссовер , 2000",10000$ ,https://i.cars.kg/preview/r/hpkvQJwdOFfYsJSO0v2uuA/1080x-/20230901/b80da737509451275a89a84085a30246.jpeg,"Кроссовер,серебряный,2.0л.,правыйруль,бензин,автомат,постоянныйполный,"
"Lexus GS 3 поколение [рестайлинг] Седан 4-дв. , 2009",14000$ ,https://i.cars.kg/preview/r/yJ8438IYvBAY7WpSxEdZhw/1080x-/20230901/bc982b5914006e1431ee806a2cd0da7a.jpg,"Седан,черный,3500л.,левыйруль,бензин,автомат,задний,"
"Chevrolet Lacetti 1 поколение Универсал , 2005",3918$ ,https://i.cars.kg/preview/r/GUSSvGmqocuekzBikBQuZg/1080x-/20230901/bde175ba5c9c5fd0996c350211069e0e.jpeg,"Универсал,бордовый,1.6л.,левыйруль,бензин,механика,передний,"
"Changan , 2023",32300$ ,https://i.cars.kg/preview/r/GXieZnuX9BJyW2D9gGwsCw/1080x-/20230831/a425046ced61c842cb2d15dc27088b55.jpg,"Кроссовер,голубой,2.0л.,левыйруль,бензин,автомат,постоянныйполный,"
"Geely , 2022",35300$ ,https://i.cars.kg/preview/r/IuDYPqMupG9g4MHSStCnLg/1080x-/20230831/1207565409928eb463a5d735dd94d35b.jpg,"Кроссовер,черный,2.0л.,левыйруль,бензин,автомат,постоянныйполный,"
"Tesla Model S 1 поколение Фастбэк , 2015",42500$ ,https://i.cars.kg/preview/r/qJ9hkFYd7J716DHQnfB9bg/1080x-/20230831/42222eaac882b5ecdc002e85fc5c8fb7.jpg,"белый,левыйруль,электро,автомат,постоянныйполный,"
"Honda Stepwgn 2 поколение Spada минивэн 5-дв. , 2005",10700$ ,https://i.cars.kg/preview/r/zY4ppzNrbqTxZHPWUZBsNA/1080x-/20230831/116402ea5ba77db36f483554e22dc988.jpg,"Минивэн/Бус,черный,2л.,правыйруль,бензин,автомат,передний,"
"Toyota Estima 2 поколение Минивэн , 2002",9700$ ,https://i.cars.kg/preview/r/lU4xvZS2ZA8vmtySMDq70A/1080x-/20230831/06824a64e40210e769c9d0afe81dfa4e.jpg,"Минивэн/Бус,белыйжемчуг,3л.,правыйруль,бензин,автомат,постоянныйполный,"
"Kia Rio 3 поколение Хетчбэк 5-дв. , 2012",7800$ ,https://i.cars.kg/preview/r/CNnmUcb2RZyBUmAX5pi31g/1080x-/20230831/4c3bd8edc510095b3f62ac134e92be59.jpg,"Хэтчбек,серый,1.4л.,левыйруль,бензин,механика,передний,"
"Hyundai Terracan 1 поколение Внедорожник , 2002",7000$ ,https://i.cars.kg/preview/r/Cydh0V6ywbc8QD-VOVaIyA/1080x-/20230831/a3075605ff9a996603d3aca7be0d6c5b.jpg,"Внедорожник/Пикап,фиолетовый,2.9л.,левыйруль,дизель,автомат,полныйподключаемый,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Honda Odyssey 1 поколение Минивэн , 1995",5400$ ,https://i.cars.kg/preview/r/Nljy6BNm6kAGJZIODeSzIA/1080x-/20230831/b67ed69df78b8e38cda09f2b576b51b2.jpeg,"Минивэн/Бус,красный,2.2л.,правыйруль,бензин,автомат,передний,"
"Toyota Toyota Gaia, 2001",6500$ ,https://i.cars.kg/preview/r/f0cH0HXFXl82TfYxnSmvLw/1080x-/20230831/f3d170b6978f60ee61eb8c9f7cc4a253.jpg,"Минивэн/Бус,2.0л.,правыйруль,бензин,автомат,передний,"
"Daewoo Nexia 1 поколение [рестайлинг] Седан , 2010",2575$ ,https://i.cars.kg/preview/r/7JJcflzER6mv8LYO90ZLrQ/1080x-/20230831/c34f9701e1e446b40a96977bc1d1d1d2.jpg,"Седан,голубой,1.5л.,левыйруль,бензин,механика,передний,"
"Opel Vita, 2001",2500$ ,https://i.cars.kg/preview/r/kcEARJdElWrmp-Py_feu-A/1080x-/20230831/56f43afcc76a14ffe710c72264c0fbad.jpg,"Седан,бордовый,1.4л.,правыйруль,бензин,автомат,передний,"
"BYD Qin ev, 2016",10499$ ,https://i.cars.kg/preview/r/3b7ceZaH68-niceGEWAigQ/1080x-/20230831/68defd76bc433a5c0d3ad21c7777d503.jpg,"белый,левыйруль,электро,автомат,"
"Mazda Millenia 1 поколение Седан , 1998",2798$ ,https://i.cars.kg/preview/r/MHStFsUCGPpafOvSevJDmg/1080x-/20230830/eb9c93b9ce4f03481af40274853b8bf2.jpg,"Седан,белый,2л.,правыйруль,бензин,автомат,передний,"
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",24800$ ,https://i.cars.kg/preview/r/ih7NOm4x2I0r8xdOdPYEFg/1080x-/20230830/23cff3fbb94d6e42739767ecccc6fd87.jpg,"Кроссовер,серый,2.5л.,левыйруль,гибрид,автомат,полныйподключаемый,"
"Toyota RAV4 , 2023",33800$ ,https://i.cars.kg/preview/r/8aO45ISl_Sds67VuSZehqA/1080x-/20230830/d9c4dbbc71f84262f36332f70ae5eb65.jpg,"Кроссовер,2л.,левыйруль,бензин,вариатор,постоянныйполный,"
"Toyota RAV4 , 2023",34800$ ,https://i.cars.kg/preview/r/76-6gbPXr3HUhXXwLXtA9Q/1080x-/20230830/47bfb13be162d51298c37856ed7ed6fa.jpg,"Кроссовер,2л.,левыйруль,бензин,вариатор,постоянныйполный,"
"Volkswagen ID 6, 2022",32800$ ,https://i.cars.kg/preview/r/e_eCX4Z_Xh21Pls4uzMVgQ/1080x-/20230830/fabdd5d4cd7e3595f82b5fc363465d93.jpg,"Кроссовер,дипломат,левыйруль,электро,автомат,задний,"
"Volkswagen ID 4, 2022",28800$ ,https://i.cars.kg/preview/r/gGnvp8N-_15MYDjQzU10kA/1080x-/20230830/96375eaec36e0c774e195d163144867d.jpg,"белый,левыйруль,электро,автомат,задний,"
"BMW 5 серия E39 [рестайлинг] Седан , 2003",7500$ ,https://i.cars.kg/preview/r/niPNR5hir9VLf9mMD23q4A/1080x-/20230830/e8c731713431b113a058bdb6368277ef.jpeg,"Седан,синий,3.0л.,левыйруль,бензин,автомат,задний,"
"Toyota Camry , 2018",21500$ ,,"Седан,черный,2.5л.,левыйруль,бензин,автомат,"
"Toyota Sienna 3 поколение Минивэн 5-дв. , 2017",28000$ ,https://i.cars.kg/preview/r/GYI1M2rJjdexRjBUha_dIw/1080x-/20230830/79b13e6fbf9e716a8b93ecf0da6ea595.jpg,"Минивэн/Бус,белый,3.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"Mercedes-Benz S-Класс W221 Седан , 2007",16200$ ,https://i.cars.kg/preview/r/sDCJv279T2toS-M_WYTdng/1080x-/20230830/8f7924c9b299c8a138f8814a5cd16bed.jpg,"Седан,белый,5.5л.,левыйруль,бензин,автомат,задний,"
"Hyundai Porter , 2017",11000$ ,https://i.cars.kg/preview/r/Ufl1vN-psgTu1ViFg8EOQA/1080x-/20230830/388dfb3c003992e1ed2c11f8fe035f81.jpg,"синий,2,5л.,левыйруль,механика,задний,"
"Volkswagen Golf 3 поколение Универсал , 1994",4200$ ,https://i.cars.kg/preview/r/Yesmju96nMOkCy97J657ow/1080x-/20230830/2e4f6d1f87a070d2e132049484b1dac4.jpg,"Универсал,белый,1.8л.,левыйруль,бензин,механика,передний,"
"Hyundai Sonata YF Седан 4-дв. , 2016",80000$ ,https://i.cars.kg/preview/r/8-HbhLd0RRRc0ZKiobWNEw/1080x-/20230830/bc98a59c27172d848f6592fbc6ca2c71.jpg,"Седан,белый,2.4л.,левыйруль,бензин,автомат,передний,"
"Mercedes-Benz E-Класс W211/S211 Седан , 2004",14400$ ,https://i.cars.kg/preview/r/ULn1I4zno_uJD-cHjj-KLg/1080x-/20230830/4457c8ecf6c55dc0019b9e769ac5af8f.jpg,"Седан,белый,3.2л.,левыйруль,бензин,автомат,задний,"
"Kia Sorento , 2022",51000$ ,,"Кроссовер,белый,2.2л.,дизель,автомат,полныйподключаемый,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Kia Sorento , 2021",50500$ ,,"Кроссовер,белый,2.2л.,дизель,автомат,полныйподключаемый,"
"Changan UNI K, 2023",28500$ ,https://i.cars.kg/preview/r/QuqP8r4lkisCswOPkbX6DQ/1080x-/20230830/d566ff401ee9b594ec33ab210b68b92b.jpg,"Кроссовер,белый,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mazda MPV 2 поколение [рестайлинг] Минивэн 5-дв. , 2003",4870$ ,https://i.cars.kg/preview/r/y54BKEYJVsIykcUZTGsd7w/1080x-/20230830/d1abaaf7fe2ad82d656d09f29abe84b2.jpg,"Минивэн/Бус,серебряный,2.3л.,левыйруль,бензин,механика,передний,"
"Lexus RX 2 поколение Кроссовер , 2005",15900$ ,https://i.cars.kg/preview/r/VbWqEvsmzau2GYBQS1qU1A/1080x-/20230829/4d069a37354c3fd59d7b44ca994c1365.plain,"Кроссовер,голубой,3.3л.,левыйруль,бензин,автомат,постоянныйполный,"
"Subaru , 2019",18500$ ,https://i.cars.kg/preview/r/N7TNBV2ujC1l71ulBY0wdw/1080x-/20230829/395457232345c69178fc0a84cf9cc4c4.jpg,"Кроссовер,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Toyota Gaia, 2001",5038$ ,https://i.cars.kg/preview/r/apMa3MWT7bM5-kslhj9qyg/1080x-/20230829/e9e9f07f44647611d48a1516ceb9de1b.jpg,"Минивэн/Бус,белый,2л.,правыйруль,бензин,автомат,передний,"
"BYD Dolphin, 2021",21000$ ,https://i.cars.kg/preview/r/HH5IC2gRt4VaSCs9ng8yzQ/1080x-/20230829/7eedb593645fc76277d6ccd78f2b03ca.jpg,"Хэтчбек,серебряный,левыйруль,электро,передний,"
"Huawei Seres SF5, 2021",36500$ ,https://i.cars.kg/preview/r/O_2pzYjszJaMU1TPGgEolg/1080x-/20230829/f2adb86a97e44c83e0e46e79d27d9b91.jpg,"Кроссовер,белый,1.5л.,левыйруль,гибрид,вариатор,постоянныйполный,"
"BYD , 2023",31200$ ,https://i.cars.kg/preview/r/1cnlBVVhG40SXOmf9CYc0A/1080x-/20230829/5934a3114bb6c0138491cdbf734de74a.jpg,"Кроссовер,белый,левыйруль,электро,передний,"
"Toyota Vellfire , 2011",17500$ ,https://i.cars.kg/preview/r/9WgDORlZ98P4bSKXDFrDBA/1080x-/20230829/43bd94506a7061597a9c166d276c756f.jpg,"Минивэн/Бус,белый,3.5л.,правыйруль,бензин,автомат,передний,"
"Ford Focus 3 поколение [рестайлинг] Седан , 2017",7100$ ,https://i.cars.kg/preview/r/pt_YNqLEZKlC_TJ7EtJCyw/1080x-/20230829/96697e95a3e0d280c396fd64e91dfbe0.jpg,"Седан,белый,1.6л.,левыйруль,бензин,механика,передний,"
"Nissan Skyline V35 Седан , 2001",3358$ ,https://i.cars.kg/preview/r/lNIuKyidZuBNzvW4KzzwqQ/1080x-/20230829/f87df43763735e35a9e6f48b0ab5a963.jpg,"Седан,серебряный,2.5л.,правыйруль,бензин,автомат,задний,"
"Chery Tiggo T21 Кроссовер , 2016",17400$ ,https://i.cars.kg/preview/r/Nbt11JDf85OjNxjnzp-B2A/1080x-/20230829/b2ff36f5b988a4b9e10b4ae0efb401d1.jpeg,"Кроссовер,белый,2.0л.,левыйруль,бензин,вариатор,передний,"
"Lexus RX 2 поколение Кроссовер , 2005",16000$ ,,"Кроссовер,голубой,3.3л.,левыйруль,бензин,автомат,постоянныйполный,"
"Hyundai Sonata , 2022",29000$ ,https://i.cars.kg/preview/r/H00L2IxEBCsg42xj85vocQ/1080x-/20230829/57224038117a0c025aa29f267c9b802d.jpg,"Седан,белый,1.6л.,левыйруль,бензин,задний,"
"Mercedes-Benz S-Класс W220 Седан , 2001",7000$ ,https://i.cars.kg/preview/r/-v2dJcQn1YQpjGw74cW5GA/1080x-/20230829/fc8c90e4577e7e6d1a81898253d4eabb.jpg,"Седан,черный,5л.,левыйруль,бензин,автомат,задний,"
"Ford Mondeo 3 поколение Универсал , 2003",2798$ ,https://i.cars.kg/preview/r/F26Tf0ltqxANmouopAl3Pw/1080x-/20230829/69fb9a52ee2bfd2ddbc284ba751a4b03.jpg,"Универсал,серый,1.8л.,левыйруль,бензин,механика,передний,"
"BMW 3 серия E30 Седан 4-дв. , 1987",1343$ ,https://i.cars.kg/preview/r/ZjjrjjF-bWxQSyXzTUKyVQ/1080x-/20230829/5ea232b853777b81bddc42428b14c866.jpg,"Седан,1.8л.,бензин,автомат,задний,"
"Toyota Estima , 2010",14000$ ,https://i.cars.kg/preview/r/WdPiNO60xdcCu8RwwiwdWw/1080x-/20230829/2a629df771c91bc3fac7dd4cd284052a.jpg,"Минивэн/Бус,белыйжемчуг,3.5л.,правыйруль,автомат,полныйподключаемый,"
"Kia K5 1 поколение Седан , 2019",26400$ ,https://i.cars.kg/preview/r/mK7Nu6IX8LI6hkWgs34oig/1080x-/20230829/9af9d41be0a6f90c7bfb72c29129170e.jpg,"Седан,белый,2л.,левыйруль,газ,автомат,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1997",5500$ ,https://i.cars.kg/preview/r/QWkz5Vn97yIVczKmhoFQQA/1080x-/20230828/20019ec548f8132d04c0c6cd0d476f83.jpg,"Седан,серый,левыйруль,бензин,механика,"
"Hyundai Sonata YF Седан 4-дв. , 2016",12000$ ,https://i.cars.kg/preview/r/uvKFCkuBuKsHVsDM604Y-Q/1080x-/20230828/c233fe4ca1b58a30ceaa52b7abe98656.jpg,"Седан,белый,2л.,левыйруль,газ,автомат,передний,"
"Volkswagen Vento 1 поколение Седан , 1994",3918$ ,https://i.cars.kg/preview/r/Vmx5BlMYezccBTgReFakQg/1080x-/20230828/d540dde5a78b4c9f3aedb1a3ae217a7d.jpg,"Седан,синий,1.8л.,левыйруль,бензин,механика,передний,"
"Lexus RX 4 поколение Кроссовер , 2017",35500$ ,https://i.cars.kg/preview/r/XI-z0QD4GC3zUb5junJ5Ow/1080x-/20230828/c74b21fd0326a23f6552125fa6862b0c.jpg,"Кроссовер,серебряный,3.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"Toyota Windom MCV30 Седан , 2005",11000$ ,https://i.cars.kg/preview/r/na7DuS68sbR3oaLcenLYmA/1080x-/20230828/73e504d5bef42e3ac65a47e04e714d38.jpg,"Седан,серебряный,3л.,правыйруль,бензин,автомат,передний,"
"Toyota Camry XV50 [рестайлинг] Седан , 2018",18800$ ,https://i.cars.kg/preview/r/CI0bMkl4ONEas4KuffD4rg/1080x-/20230828/8b972352e729c29f80a00e69bc402ae4.jpg,"Седан,серебряный,2.5л.,левыйруль,бензин,автомат,передний,"
"Toyota Camry XV50 [рестайлинг] Седан , 2018",18800$ ,https://i.cars.kg/preview/r/CI0bMkl4ONEas4KuffD4rg/1080x-/20230828/8b972352e729c29f80a00e69bc402ae4.jpg,"Седан,серебряный,2.5л.,левыйруль,бензин,автомат,передний,"
"BMW 5 серия , 2017",35000$ ,https://i.cars.kg/preview/r/gkLCVdIvmDWCUhHo3EgFAw/1080x-/20230828/a6634d881e25b8e79366a8aa9bacdcd8.jpg,"Седан,синий,2л.,левыйруль,бензин,автомат,задний,"
"Daewoo Matiz M150 [рестайлинг] Хетчбэк , 2004",2686$ ,https://i.cars.kg/preview/r/-x2aJHJbjdkt_2ZD4fo51w/1080x-/20230828/5d5aaf8d24b68c8a8e2e0b124a42f999.png,"Хэтчбек,серебряный,0.8л.,левыйруль,бензин,автомат,передний,"
"Lexus RX 1 поколение Кроссовер , 1999",7277$ ,https://i.cars.kg/preview/r/l9_1Z2Dk0hh6dlOUUjoe6Q/1080x-/20230828/729a7f3f07e616006996996fdbbea89c.jpeg,"Кроссовер,красный,3.0л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mazda 323 BJ [рестайлинг] Седан , 2003",3358$ ,https://i.cars.kg/preview/r/K0v5nGe5O0LqS8W2Pt6Ang/1080x-/20230828/a175d022ed7834b9db864b2ef4f0c999.jpg,"Седан,золотой,1.6л.,левыйруль,бензин,механика,передний,"
"BMW X5 F15 Кроссовер , 2013",23500$ ,https://i.cars.kg/preview/r/5aiWtt-0BUXSst_Emq3DKQ/1080x-/20230828/4385d769353cc6d1e5475573e03e89c2.jpg,"Кроссовер,черный,3л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mazda 323 BJ [рестайлинг] Седан , 2003",3$ ,,"Седан,золотой,1.6л.,левыйруль,бензин,механика,передний,"
"Toyota Ist 2 поколение Хетчбэк , 2015",14500$ ,https://i.cars.kg/preview/r/YjCn33yedf1ukZeBEuVvOg/1080x-/20230828/5538f3836b3debe1cfaa3c50a561c360.jpg,"Хэтчбек,мокрыйасфальт,1.8л.,левыйруль,бензин,автомат,передний,"
"Kia Sportage 3 поколение [рестайлинг] Кроссовер , 2014",13900$ ,https://i.cars.kg/preview/r/cCrWB_Helb3uAhxFStNhVg/1080x-/20230828/81e92eed100bc950b95a494b4f40d439.jpg,"Кроссовер,белый,2л.,левыйруль,дизель,автомат,передний,"
"Lexus RX 2 поколение , 2003",14500$ ,https://i.cars.kg/preview/r/W4RycacjLVDd54fntrTZSQ/1080x-/20230828/55fc82e9fa1842e525106afbb8521b8e.jpg,"Кроссовер,черный,3.3л.,левыйруль,бензин,автомат,передний,"
"Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2011",26500$ ,https://i.cars.kg/preview/r/a5pskMaNALG-fdJTQmdwQw/1080x-/20230828/3acb84b4db5b515c39d18e105923feb8.jpg,"Кроссовер,белый,3.5л.,левыйруль,газ-бензин,автомат,постоянныйполный,"
"Kia Carnival 2 поколение Минивэн , 2019",24000$ ,https://i.cars.kg/preview/r/dex8G0LT3fSeI24pPHhHUg/1080x-/20230828/d626fe4b7d89fe2b6a1b7a59a25a9201.jpg,"Минивэн/Бус,мокрыйасфальт,2.7л.,левыйруль,бензин,механика,передний,"
"Toyota Camry XV50 Седан 4-дв. , 2016",14000$ ,https://i.cars.kg/preview/r/BXX_m-0mv1wumyWO5SIWvA/1080x-/20230828/2a15547d11bbe9d2ab474fdea4eb9fcd.jpg,"Седан,серебряный,2.5л.,левыйруль,бензин,автомат,передний,"
"Honda Odyssey 2 поколение Минивэн , 2000",5200$ ,https://i.cars.kg/preview/r/ZGGy4EOALQWFWMmTloPphA/1080x-/20230828/4aa43ccaf7b5deea6e66639f4e630b3c.jpg,"Минивэн/Бус,белый,2.3л.,правыйруль,бензин,автомат,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Toyota Highlander , 2020",54300$ ,https://i.cars.kg/preview/r/tmbYhZGT7wIV9odwzaQqBQ/1080x-/20230828/f217f0e2300df8c9688a005a9220386a.jpg,"Кроссовер,белый,2.5л.,левыйруль,гибрид,автомат,полныйподключаемый,"
"Toyota  МОДЕЛЬ:C-HR , 2017",23900$ ,https://i.cars.kg/preview/r/VMu1OxudY4BkYr_-YnUDvw/1080x-/20230828/375211859defc5dad571fde6a282f090.jpg,"Кроссовер,серый,1.2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Volkswagen Tiguan 1 поколение [рестайлинг] Кроссовер , 2017",23200$ ,https://i.cars.kg/preview/r/BiSXkJqI1uBY81f8_8H7QQ/1080x-/20230827/89e10c85213e5115309bae36adaaddbe.jpg,"Кроссовер,коричневый,2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mazda CX-5 1 поколение [рестайлинг] Кроссовер , 2018",23200$ ,https://i.cars.kg/preview/r/_g7Mmno5XGxUfc1-rK26sw/1080x-/20230827/fe77a4b7bf644f67c7648da268c32f07.jpg,"Кроссовер,коричневый,2.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mazda CX-5 1 поколение [рестайлинг] Кроссовер , 2017",23200$ ,https://i.cars.kg/preview/r/4xYbRw2fJA_ulxQHE5DmHA/1080x-/20230827/6c053bda64c9f9e259c9275e1c9c5128.jpg,"Кроссовер,белый,2.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Subaru Outback 5 поколение Универсал , 2018",20000$ ,https://i.cars.kg/preview/r/bJMp3bMpDimqW9EP0dH4zA/1080x-/20230827/5266b072ad20274e7a6eb5e65c7e38f5.jpg,"Универсал,черный,3.6л.,левыйруль,бензин,вариатор,постоянныйполный,"
"Daewoo Nexia 1 поколение [рестайлинг] , 2010",2015$ ,https://i.cars.kg/preview/r/L3dSa6tZPnhRHmIUd86gCQ/1080x-/20230827/6fd5a5856b953d7824416f6e47a5b940.jpg,"Седан,черный,1.5л.,левыйруль,бензин,механика,передний,"
"Kia K5 , 2016",15800$ ,https://i.cars.kg/preview/r/ikOyNEF5o9_dnOkpSwiitg/1080x-/20230827/3d0df96df6407276fc0338b3e8d85fbb.jpg,"Седан,белый,2.0л.,левыйруль,газ,автомат,передний,"
"Hyundai Sonata YF Седан 4-дв. , 2017",12000$ ,https://i.cars.kg/preview/r/wAIkgSY5P3DayWL5JaLVwQ/1080x-/20230827/109c570adcd0cfe753ab7eac6ed7cab7.jpg,"Седан,серебряный,2л.,левыйруль,газ,автомат,передний,"
"BMW X5 E53 [рестайлинг] Кроссовер , 2005",12500$ ,https://i.cars.kg/preview/r/nx80EIVkvEvPZVoM_cIWMQ/1080x-/20230827/99368345b3cd99d1d6952c7f14372bad.jpg,"Кроссовер,черный,4.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Nissan Laurel C35 Седан , 2000",329900$ ,https://i.cars.kg/preview/r/DuzJa-X9TqACqMGlBcEXlg/1080x-/20230827/c867c3289663a378442287480f0e005c.jpg,"Седан,белый,2.0л.,бензин,автомат,задний,"
